id;nomes;valores;data;cpf;file
N0000652;Jacira;R$ 51.185,00;10/04/20;461.299.091-95;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000652.png
N0000653;Jacó;R$ 15.426,00;24/04/21;125.972.698-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000653.png
N0000654;Jacob;R$ 25.457,00;26/07/22;168.708.069-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000654.png
N0000655;Jacqueline;R$ 27.595,00;17/09/23;904.007.247-74;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000655.png
N0000656;Jacques;R$ 45.466,00;19/01/24;402.499.486-72;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000656.png
N0000657;Jacy;R$ 44.930,00;18/01/24;921.343.919-95;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000657.png
N0000658;Jacyra;R$ 31.117,00;09/12/23;564.959.136-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000658.png
N0000659;Jade;R$ 89.867,00;04/10/24;654.903.944-47;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000659.png
N0000660;Jaime;R$ 9.877,00;04/05/23;428.721.122-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000660.png
N0000661;Jair;R$ 60.533,00;02/11/21;063.601.151-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000661.png
N0000662;Jairo;R$ 27.922,00;07/10/21;507.965.763-43;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000662.png
N0000663;Jamal;R$ 33.607,00;21/11/21;868.306.430-15;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000663.png
N0000664;Jamil;R$ 43.223,00;04/06/20;561.530.721-86;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000664.png
N0000665;Jamila;R$ 27.752,00;25/02/22;180.538.421-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000665.png
N0000666;Janaína;R$ 4.885,00;17/12/22;882.287.314-93;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000666.png
N0000667;Jandir;R$ 18.896,00;23/08/22;279.303.102-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000667.png
N0000668;Jandira;R$ 17.948,00;11/06/20;496.613.870-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000668.png
N0000669;Jandyr;R$ 72.760,00;09/11/23;000.165.002-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000669.png
N0000670;Jandyra;R$ 18.093,00;28/10/23;125.254.872-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000670.png
N0000671;Jane;R$ 82.490,00;30/01/20;028.822.546-52;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000671.png
N0000672;Janete;R$ 87.094,00;11/06/20;735.273.640-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000672.png
N0000673;Janice;R$ 8.073,00;29/04/20;975.105.949-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000673.png
N0000674;Jaqueline;R$ 69.062,00;23/01/23;108.865.524-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000674.png
N0000675;Jasmim;R$ 94.515,00;20/03/24;671.194.305-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000675.png
N0000676;Jasmin;R$ 57.418,00;14/04/24;364.374.211-85;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000676.png
N0000677;Jasmina;R$ 97.223,00;28/01/22;446.664.939-13;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000677.png
N0000678;Jasmine;R$ 26.513,00;24/05/23;817.498.892-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000678.png
N0000679;Jean;R$ 56.031,00;07/01/21;521.031.564-98;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000679.png
N0000680;Jefferson;R$ 8.041,00;15/12/23;415.486.416-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000680.png
N0000681;Jeni;R$ 36.812,00;03/01/21;968.181.255-73;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000681.png
N0000682;Jenifer;R$ 51.963,00;18/04/22;496.959.259-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000682.png
N0000683;Jennifer;R$ 49.983,00;21/09/21;299.411.565-49;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000683.png
N0000684;Jenny;R$ 79.007,00;01/03/20;756.136.741-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000684.png
N0000685;Jeremias;R$ 66.523,00;09/03/21;643.988.519-76;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000685.png
N0000686;Jéssica;R$ 65.840,00;04/11/21;117.518.435-72;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000686.png
N0000687;Jin;R$ 88.060,00;11/02/24;695.359.793-37;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000687.png
N0000688;Joana;R$ 30.640,00;18/07/24;142.604.336-87;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000688.png
N0000689;Joanna;R$ 47.369,00;10/12/22;795.736.092-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000689.png
N0000690;João;R$ 55.300,00;16/12/24;039.334.407-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000690.png
N0000691;Joaquim;R$ 31.551,00;29/01/23;756.089.855-67;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000691.png
N0000692;Joaquina;R$ 72.376,00;16/12/20;280.482.372-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000692.png
N0000693;Joel;R$ 48.813,00;08/07/20;986.347.918-74;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000693.png
N0000694;Joelle;R$ 96.822,00;23/05/20;195.080.755-03;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000694.png
N0000695;Jonas;R$ 86.583,00;03/08/23;329.360.130-89;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000695.png
N0000696;Jonatan;R$ 96.599,00;10/09/24;597.967.784-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000696.png
N0000697;Jônatas;R$ 24.323,00;11/11/21;724.075.864-84;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000697.png
N0000698;Jonathan;R$ 98.773,00;17/07/21;116.922.191-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000698.png
N0000699;Jordana;R$ 38.921,00;05/11/21;222.181.208-52;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000699.png
N0000700;Jordão;R$ 56.124,00;07/08/21;828.214.403-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000700.png
N0000701;Jorge;R$ 11.630,00;17/01/23;576.762.229-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000701.png
N0000702;José;R$ 44.667,00;09/03/24;933.641.670-79;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000702.png
N0000703;Josefina;R$ 5.275,00;21/01/23;347.596.329-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000703.png
N0000704;Josephine;R$ 21.397,00;18/11/23;715.739.449-98;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000704.png
N0000705;Josias;R$ 66.283,00;14/01/24;480.018.054-68;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000705.png
N0000706;Joy;R$ 49.468,00;20/11/23;716.747.696-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000706.png
N0000707;Juarez;R$ 19.147,00;06/03/23;088.186.060-34;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000707.png
N0000708;Judite;R$ 60.115,00;16/03/24;179.326.663-84;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000708.png
N0000709;Judith;R$ 83.398,00;09/09/23;922.338.969-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000709.png
N0000710;Júlia;R$ 8.483,00;08/12/21;143.031.552-09;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000710.png
N0000711;Juliana;R$ 85.941,00;16/04/22;181.950.337-25;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000711.png
N0000712;Juliano;R$ 86.152,00;19/02/20;467.387.348-32;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000712.png
N0000713;Julieta;R$ 28.915,00;11/09/24;820.696.556-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000713.png
N0000714;Júlio;R$ 6.959,00;29/10/22;758.062.712-42;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000714.png
N0000715;Júnior;R$ 25.947,00;13/02/23;625.037.279-21;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000715.png
N0000716;Jussara;R$ 25.063,00;05/05/24;921.003.872-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000716.png
N0000717;Justina;R$ 89.667,00;21/01/21;975.863.545-02;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000717.png
N0000718;Justino;R$ 95.481,00;17/12/21;223.514.052-18;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000718.png
N0000719;Kaila;R$ 97.004,00;11/03/21;029.158.959-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000719.png
N0000720;Kaio;R$ 83.646,00;21/09/22;998.142.771-34;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000720.png
N0000721;Kalil;R$ 98.331,00;28/07/24;023.521.094-34;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000721.png
N0000722;Kalila;R$ 31.493,00;09/06/20;365.588.991-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000722.png
N0000723;Kaori;R$ 40.260,00;03/07/20;495.262.757-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000723.png
N0000724;Karen;R$ 57.781,00;22/03/20;989.362.472-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000724.png
N0000725;Karim;R$ 96.760,00;09/06/21;534.327.884-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000725.png
N0000726;Karina;R$ 89.947,00;09/02/23;922.132.511-34;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000726.png
N0000727;Karine;R$ 45.834,00;31/07/20;657.403.269-58;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000727.png
N0000728;Karla;R$ 97.889,00;31/08/20;096.359.158-45;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000728.png
N0000729;Karoline;R$ 56.354,00;29/05/24;175.904.103-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000729.png
N0000730;Kássia;R$ 20.351,00;11/08/23;398.115.597-16;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000730.png
N0000731;Kate;R$ 36.335,00;22/10/23;671.516.831-89;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000731.png
N0000732;Katerine;R$ 49.219,00;08/08/22;722.101.950-98;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000732.png
N0000733;Katharina;R$ 76.675,00;03/07/24;464.161.570-55;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000733.png
N0000734;Katherine;R$ 95.959,00;09/01/21;567.426.276-46;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000734.png
N0000735;Kátia;R$ 93.172,00;24/03/21;339.837.731-92;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000735.png
N0000736;Katya;R$ 26.935,00;02/11/21;455.275.151-45;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000736.png
N0000737;Keiko;R$ 77.308,00;31/03/20;040.289.050-79;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000737.png
N0000738;Keila;R$ 16.331,00;09/10/20;373.498.713-09;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000738.png
N0000739;Keith;R$ 45.094,00;03/08/20;437.649.904-81;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000739.png
N0000740;Kelly;R$ 68.159,00;02/06/22;873.972.112-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000740.png
N0000741;Kelvin;R$ 44.124,00;19/01/20;075.465.487-72;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000741.png
N0000742;Késia;R$ 68.078,00;29/11/22;578.018.125-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000742.png
N0000743;Khalil;R$ 69.147,00;20/09/20;447.950.552-03;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000743.png
N0000744;Kim;R$ 68.936,00;25/08/23;353.689.705-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000744.png
N0000745;Kin;R$ 84.247,00;25/12/21;045.320.166-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000745.png
N0000746;Kristal;R$ 36.736,00;18/02/22;684.252.582-94;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000746.png
N0000747;Kyoko;R$ 46.296,00;07/02/20;145.744.326-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000747.png
N0000748;Laércio;R$ 5.061,00;06/11/21;801.943.363-52;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000748.png
N0000749;Laerte;R$ 67.411,00;08/10/21;714.582.477-91;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000749.png
N0000750;Laila;R$ 77.908,00;04/07/22;735.714.808-48;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000750.png
N0000751;Lailah;R$ 24.094,00;15/12/24;701.963.876-71;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000751.png
N0000752;Laís;R$ 82.432,00;07/07/20;859.492.584-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000752.png
N0000753;Laísa;R$ 71.311,00;12/08/21;123.715.420-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000753.png
N0000754;Lana;R$ 94.747,00;20/09/21;877.072.782-16;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000754.png
N0000755;Lara;R$ 96.566,00;27/06/24;410.371.180-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000755.png
N0000756;Larisa;R$ 98.321,00;06/08/23;686.203.569-09;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000756.png
N0000757;Larissa;R$ 18.085,00;26/10/24;674.758.782-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000757.png
N0000758;Lateefah;R$ 39.530,00;05/03/22;204.083.452-41;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000758.png
N0000759;Latifa;R$ 64.945,00;21/04/20;404.855.288-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000759.png
N0000760;Latiffa;R$ 82.145,00;30/03/20;976.797.176-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000760.png
N0000761;Laura;R$ 59.900,00;27/06/24;321.051.775-49;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000761.png
N0000762;Lauro;R$ 91.916,00;20/03/21;315.733.444-19;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000762.png
N0000763;Lavínia;R$ 34.417,00;06/01/24;811.888.742-17;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000763.png
N0000764;Layla;R$ 13.511,00;13/05/22;192.990.391-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000764.png
N0000765;Lázaro;R$ 7.696,00;23/09/24;863.593.131-97;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000765.png
N0000766;Léa;R$ 7.565,00;07/08/20;162.278.170-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000766.png
N0000767;Leandra;R$ 69.789,00;17/08/21;569.133.568-54;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000767.png
N0000768;Leandro;R$ 62.565,00;27/11/20;741.765.979-92;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000768.png
N0000769;Leda;R$ 2.789,00;29/03/22;505.856.916-73;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000769.png
N0000770;Léia;R$ 64,00;04/01/23;436.688.699-52;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000770.png
N0000771;Leila;R$ 61.167,00;21/06/21;911.321.755-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000771.png
N0000772;Leilah;R$ 87.117,00;26/05/23;802.341.561-12;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000772.png
N0000773;Lenora;R$ 22.269,00;09/08/24;015.943.624-91;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000773.png
N0000774;Leon;R$ 67.862,00;06/05/23;492.344.489-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000774.png
N0000775;Leona;R$ 45.304,00;30/09/21;462.969.503-65;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000775.png
N0000776;Leonardo;R$ 33.282,00;08/02/21;921.172.799-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000776.png
N0000777;Leônidas;R$ 20.676,00;24/04/20;169.436.498-41;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000777.png
N0000778;Leonor;R$ 7.094,00;26/10/22;698.196.536-49;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000778.png
N0000779;Leonora;R$ 3.930,00;27/03/24;166.288.929-13;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000779.png
N0000780;Leopoldo;R$ 81.502,00;21/01/20;622.829.771-65;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000780.png
N0000781;Letícia;R$ 73.766,00;22/09/21;262.835.771-21;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000781.png
N0000782;Letizia;R$ 38.065,00;03/06/22;577.675.732-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000782.png
N0000783;Li;R$ 94.430,00;05/06/21;911.875.580-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000783.png
N0000784;Lia;R$ 76.494,00;09/06/21;743.603.067-17;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000784.png
N0000785;Lídia;R$ 57.603,00;22/06/23;010.801.763-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000785.png
N0000786;Lien;R$ 80.130,00;19/09/24;809.901.321-29;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000786.png
N0000787;Lígia;R$ 19.049,00;25/05/22;971.302.131-24;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000787.png
N0000788;Lila;R$ 43.860,00;28/01/21;165.324.173-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000788.png
N0000789;Lília;R$ 81.178,00;03/09/21;269.801.539-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000789.png
N0000790;Lilian;R$ 28.780,00;23/02/22;959.446.001-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000790.png
N0000791;Liliana;R$ 57.631,00;14/03/23;239.439.693-80;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000791.png
N0000792;Liliane;R$ 97.557,00;31/08/24;599.984.730-39;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000792.png
N0000793;Lina;R$ 40.980,00;04/02/20;852.188.420-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000793.png
N0000794;Linda;R$ 69.841,00;12/12/23;478.724.021-81;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000794.png
N0000795;Lindsay;R$ 74.428,00;27/03/23;408.415.018-58;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000795.png
N0000796;Linete;R$ 7.319,00;01/03/21;564.809.795-67;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000796.png
N0000797;Linette;R$ 25.098,00;22/12/20;309.098.775-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000797.png
N0000798;Lineu;R$ 877,00;14/08/21;358.474.288-98;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000798.png
N0000799;Lisa;R$ 92.733,00;19/08/23;987.721.700-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000799.png
N0000800;Lisandra;R$ 52.229,00;05/02/21;548.908.382-44;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000800.png
N0000801;Lisandro;R$ 71.227,00;26/12/20;972.293.461-93;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000801.png
N0000802;Lívia;R$ 26.803,00;06/02/21;087.211.779-02;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000802.png
N0000803;Lívio;R$ 22.889,00;07/04/22;979.892.138-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000803.png
N0000804;Liza;R$ 27.653,00;16/06/24;066.067.515-35;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000804.png
N0000805;Lizandra;R$ 76.465,00;07/09/22;299.267.656-02;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000805.png
N0000806;Lizandro;R$ 75.425,00;13/03/23;832.739.995-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000806.png
N0000807;Lola;R$ 53.967,00;29/05/22;039.767.848-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000807.png
N0000808;Lorelei;R$ 47.131,00;24/12/23;919.014.068-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000808.png
N0000809;Lorena;R$ 67.942,00;25/08/20;392.534.083-16;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000809.png
N0000810;Lorenzo;R$ 9.734,00;09/01/23;018.412.596-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000810.png
N0000811;Loreta;R$ 25.703,00;11/07/22;578.671.567-12;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000811.png
N0000812;Lourdes;R$ 78.605,00;12/08/21;190.018.844-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000812.png
N0000813;Lourenço;R$ 30.342,00;09/01/24;102.423.122-41;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000813.png
N0000814;Luana;R$ 10.764,00;21/09/21;538.545.414-14;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000814.png
N0000815;Luca;R$ 67.527,00;22/03/22;418.636.864-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000815.png
N0000816;Lucas;R$ 72.809,00;17/10/23;501.855.561-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000816.png
N0000817;Luci;R$ 75.427,00;17/09/22;695.979.387-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000817.png
N0000818;Lúcia;R$ 90.324,00;30/06/22;584.054.635-69;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000818.png
N0000819;Luciana;R$ 75.333,00;08/11/21;097.524.312-83;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000819.png
N0000820;Luciane;R$ 7.014,00;08/07/24;699.667.664-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000820.png
N0000821;Luciano;R$ 27.937,00;19/02/24;884.439.114-76;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000821.png
N0000822;Luciene;R$ 66.310,00;07/01/20;702.600.711-45;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000822.png
N0000823;Lucila;R$ 7.690,00;01/12/22;726.016.207-49;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000823.png
N0000824;Lúcio;R$ 88.569,00;31/01/24;740.845.504-34;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000824.png
N0000825;Lucy;R$ 76.303,00;26/06/22;454.312.747-16;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000825.png
N0000826;Ludemila;R$ 83.356,00;21/05/20;212.722.850-22;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000826.png
